Number of header lines; NASA Ames sub-format code,44,3010
Name of data creator,None
Institute of data creator,Data held at British Atmospheric Data Centre (BADC), Rutherford Appleton Laboratory, UK.
Data section,5613.0
Data section,38.9,34.2,27.7
Data section,32.3,25.4,22.8
Data section,24.8,23.2,22.8
Data section,18.0,19.6,16.7
Data section,5644.0
Data section,39.2,34.6,28.7
Data section,33.2,26.6,24.2
Data section,26.1,24.8,24.7
Data section,19.9,21.4,18.6
Data section,5674.0
Data section,35.1,31.9,28.0
Data section,30.3,25.7,24.8
Data section,24.1,24.3,24.9
Data section,19.7,21.6,19.9
Data section,5705.0
Data section,34.2,31.3,27.6
Data section,29.8,25.5,24.5
Data section,24.3,24.4,25.1
Data section,20.4,22.2,20.5
Data section,5736.0
Data section,35.0,31.4,27.1
Data section,29.9,24.9,23.6
Data section,23.9,23.5,23.9
Data section,19.3,20.9,18.9
Data section,5766.0
Data section,32.7,28.6,23.8
Data section,26.9,21.5,19.6
Data section,20.6,19.5,19.3
Data section,14.7,16.1,13.7
Data section,5797.0
Data section,26.3,22.1,16.8
Data section,21.3,15.4,12.9
Data section,15.4,13.7,13.0
Data section,9.4,10.4,7.9
Data section,5827.0
Data section,19.7,15.6,10.5
Data section,15.0,9.1,6.6
Data section,9.5,7.3,6.3
Data section,3.7,4.3,1.8
Data section,5858.0
Data section,18.9,14.6,9.3
Data section,13.2,7.1,4.7
Data section,7.0,4.9,3.8
Data section,0.5,1.3,-1.4
Data section,5888.0
Data section,18.4,14.3,8.9
Data section,11.8,5.8,3.5
Data section,5.0,3.3,2.6
Data section,-1.7,-0.7,-2.9
Data section,5918.0
Data section,26.6,22.5,17.2
Data section,20.4,14.6,12.7
Data section,13.7,12.4,12.1
Data section,7.3,8.9,6.6
Data section,5949.0
Data section,31.8,27.4,21.8
Data section,25.3,19.3,17.1
Data section,18.7,17.3,17.0
Data section,12.3,13.9,11.6
Data section,5979.0
Data section,35.5,30.8,24.5
Data section,28.8,22.0,19.4
Data section,21.4,19.9,19.4
Data section,14.7,16.2,13.7
Data section,6010.0
Data section,38.4,33.9,28.5
Data section,32.1,25.8,23.6
Data section,24.9,23.7,23.4
Data section,18.6,20.3,17.6
Data section,6040.0
Data section,35.0,31.6,27.7
Data section,30.3,25.5,24.6
Data section,24.7,24.7,25.4
Data section,20.6,22.4,20.7
Data section,6071.0
Data section,33.8,30.7,26.8
Data section,29.5,25.0,23.9
Data section,24.2,24.3,25.1
Data section,20.6,22.4,20.9
Data section,6102.0
Data section,33.3,29.9,25.5
Data section,28.3,23.3,22.0
Data section,22.3,22.0,22.5
Data section,17.7,19.4,17.5
Data section,6132.0
Data section,31.2,27.2,22.3
Data section,25.6,20.2,18.3
Data section,19.4,18.4,18.1
Data section,13.6,15.1,12.8
Data section,6163.0
Data section,23.4,19.4,14.6
Data section,18.3,12.5,10.2
Data section,12.0,10.3,9.3
Data section,5.3,6.8,4.1
Data section,6193.0
Data section,18.5,14.6,9.4
Data section,13.7,8.0,5.5
Data section,7.6,5.4,4.1
Data section,1.5,1.9,-0.7
Data section,6224.0
Data section,18.6,14.5,9.1
Data section,13.5,7.4,4.8
Data section,7.0,5.0,3.9
Data section,1.1,1.4,-1.3
Data section,6254.0
Data section,20.8,16.6,11.0
Data section,15.1,9.0,6.4
Data section,8.8,6.8,6.3
Data section,2.4,3.4,0.8
Data section,6283.0
Data section,24.4,20.2,14.7
Data section,18.6,12.6,10.5
Data section,12.0,10.6,10.3
Data section,6.0,7.3,4.8
Data section,6314.0
Data section,28.6,24.2,18.4
Data section,22.6,16.3,13.7
Data section,15.9,14.5,14.3
Data section,10.0,11.2,8.6
Data section,6344.0
Data section,34.3,29.5,23.1
Data section,27.9,21.0,18.3
Data section,21.3,19.3,19.2
Data section,14.9,16.4,13.6
Data section,6375.0
Data section,38.1,33.6,27.8
Data section,32.0,25.5,23.2
Data section,25.0,23.8,23.6
Data section,18.7,20.4,17.7
Data section,6405.0
Data section,34.2,30.9,27.0
Data section,29.5,24.9,23.9
Data section,23.9,24.0,24.7
Data section,19.7,21.6,20.0
Data section,6436.0
Data section,32.6,29.7,26.1
Data section,28.3,24.0,23.1
Data section,23.3,23.4,24.3
Data section,19.6,21.4,19.8
Data section,6467.0
Data section,32.6,29.0,24.7
Data section,27.6,22.6,21.3
Data section,21.8,21.5,21.8
Data section,17.3,18.9,17.0
Data section,6497.0
Data section,29.9,25.8,20.8
Data section,24.3,18.7,16.8
Data section,18.1,17.0,16.9
Data section,12.3,13.7,11.3
Data section,6528.0
Data section,23.9,19.8,14.6
Data section,18.6,12.9,10.6
Data section,12.6,11.0,10.3
Data section,6.4,7.5,4.8
Data section,6558.0
Data section,19.4,15.4,10.3
Data section,14.6,8.9,6.3
Data section,8.3,6.1,4.9
Data section,1.9,2.5,-0.2
Data section,6589.0
Data section,16.1,12.0,6.7
Data section,11.0,4.9,2.3
Data section,4.9,2.6,1.6
Data section,-1.6,-1.0,-3.6
Data section,6619.0
Data section,19.3,15.2,9.7
Data section,13.5,7.4,5.0
Data section,6.7,5.1,4.4
Data section,0.1,1.2,-1.4
Data section,6648.0
Data section,23.2,19.1,13.8
Data section,17.1,11.3,9.3
Data section,10.2,9.1,9.0
Data section,3.9,5.5,3.2
Data section,6679.0
Data section,28.1,23.8,18.2
Data section,21.7,15.6,13.3
Data section,14.9,13.6,13.4
Data section,8.5,10.0,7.7
Data section,6709.0
Data section,37.7,33.1,26.8
Data section,30.9,24.2,21.7
Data section,23.4,22.0,21.4
Data section,16.8,18.3,15.6
Data section,6740.0
Data section,38.6,34.1,28.3
Data section,32.6,26.1,23.8
Data section,25.9,24.6,24.5
Data section,19.8,21.3,18.7
Data section,6770.0
Data section,35.4,32.3,28.4
Data section,30.7,26.1,25.1
Data section,24.8,25.0,25.7
Data section,20.7,22.5,20.8
Data section,6801.0
Data section,34.2,31.2,27.6
Data section,29.7,25.4,24.5
Data section,24.4,24.5,25.3
Data section,20.5,22.3,20.6
Data section,6832.0
Data section,32.9,29.4,25.1
Data section,27.9,22.9,21.6
Data section,21.9,21.6,22.1
Data section,17.4,19.0,17.1
Data section,6862.0
Data section,30.8,26.8,21.8
Data section,25.2,19.6,17.7
Data section,18.9,17.8,17.6
Data section,13.2,14.6,12.2
Data section,6893.0
Data section,24.4,20.4,15.3
Data section,19.1,13.4,11.1
Data section,12.2,10.7,9.6
Data section,5.9,6.9,4.3
Data section,6923.0
Data section,17.7,13.8,8.7
Data section,12.7,7.1,4.6
Data section,5.9,3.9,2.4
Data section,-0.6,0.0,-2.6
Data section,6954.0
Data section,16.4,12.3,7.2
Data section,10.9,5.0,2.6
Data section,3.5,1.8,0.2
Data section,-3.2,-2.5,-5.0
Data section,6984.0
Data section,16.8,12.7,7.2
Data section,11.0,4.9,2.4
Data section,4.5,2.6,1.9
Data section,-1.9,-1.0,-3.5
Data section,7013.0
Data section,23.6,19.4,14.2
Data section,17.4,11.6,9.6
Data section,10.0,8.8,8.3
Data section,3.6,5.0,2.7
Data section,7044.0
Data section,29.5,25.2,19.6
Data section,23.0,16.9,14.7
Data section,16.3,14.7,14.4
Data section,10.0,11.5,9.0
Data section,7074.0
Data section,35.3,30.6,24.3
Data section,28.5,21.7,19.2
Data section,21.1,19.6,19.1
Data section,14.4,16.0,13.3
Data section,7105.0
Data section,39.6,35.2,29.4
Data section,33.5,27.0,24.8
Data section,26.1,25.0,24.5
Data section,19.8,21.3,18.7
Data section,7135.0
Data section,34.9,31.7,27.8
Data section,30.1,25.6,24.6
Data section,24.6,24.5,25.1
Data section,20.3,22.2,20.5
Data section,7166.0
Data section,32.9,30.0,26.4
Data section,28.4,24.2,23.3
Data section,23.4,23.4,24.2
Data section,19.6,21.3,19.7
Data section,7197.0
Data section,32.1,28.6,24.4
Data section,27.0,22.1,20.8
Data section,20.9,20.7,21.0
Data section,16.3,17.9,16.0
Data section,7227.0
Data section,30.4,26.4,21.4
Data section,24.8,19.2,17.3
Data section,18.6,17.4,17.2
Data section,12.9,14.3,11.9
Data section,7258.0
Data section,24.2,20.2,15.1
Data section,19.0,13.3,11.0
Data section,13.2,11.4,10.7
Data section,7.2,8.3,5.6
Data section,7288.0
Data section,18.3,14.3,9.2
Data section,13.4,7.8,5.2
Data section,7.9,5.7,4.7
Data section,1.8,2.4,-0.1
Data section,7319.0
Data section,17.2,13.1,7.8
Data section,12.1,6.0,3.5
Data section,6.6,4.3,3.7
Data section,0.2,1.0,-1.6
Data section,7349.0
Data section,17.0,13.0,7.5
Data section,11.3,5.2,2.8
Data section,4.2,2.7,2.1
Data section,-2.4,-1.4,-3.9
Data section,7379.0
Data section,23.1,18.9,13.6
Data section,16.9,11.1,9.0
Data section,9.9,8.4,8.0
Data section,3.5,4.9,2.4
Data section,7410.0
Data section,28.7,24.4,18.8
Data section,22.0,16.0,13.8
Data section,14.7,13.6,13.2
Data section,8.1,9.7,7.3
Data section,7440.0
Data section,32.4,27.7,21.5
Data section,25.6,18.8,16.3
Data section,18.2,16.7,16.2
Data section,11.6,13.1,10.4
Data section,7471.0
Data section,37.0,32.5,26.7
Data section,31.1,24.6,22.3
Data section,24.0,22.7,22.5
Data section,17.8,19.3,16.7
Data section,7501.0
Data section,34.8,31.5,27.7
Data section,29.9,25.4,24.4
Data section,24.2,24.1,24.6
Data section,20.0,21.8,20.1
Data section,7532.0
Data section,32.9,30.1,26.5
Data section,28.5,24.2,23.4
Data section,22.9,23.0,23.7
Data section,19.0,20.7,19.2
Data section,7563.0
Data section,33.8,30.1,25.8
Data section,28.5,23.5,22.2
Data section,22.1,21.9,22.1
Data section,17.3,19.0,17.0
Data section,7593.0
Data section,31.5,27.5,22.5
Data section,25.8,20.2,18.3
Data section,19.5,18.4,18.1
Data section,13.7,15.1,12.6
Data section,7624.0
Data section,25.4,21.4,16.3
Data section,20.0,14.3,12.1
Data section,13.1,11.8,11.1
Data section,6.6,7.8,5.2
Data section,7654.0
Data section,18.6,14.7,9.7
Data section,13.4,7.9,5.6
Data section,6.8,4.7,3.8
Data section,0.1,0.8,-1.5
Data section,7685.0
Data section,17.6,13.5,8.2
Data section,12.4,6.4,3.8
Data section,5.9,4.1,3.2
Data section,-0.6,0.2,-2.4
Data section,7715.0
Data section,17.6,13.4,7.8
Data section,11.9,5.6,3.1
Data section,5.2,3.4,2.9
Data section,-1.4,-0.4,-2.9
Data section,7744.0
Data section,25.9,21.8,16.5
Data section,19.4,13.7,11.9
Data section,11.9,11.0,10.6
Data section,5.2,6.8,4.6
Data section,7775.0
Data section,32.2,27.9,22.4
Data section,25.5,19.6,17.4
Data section,18.5,17.3,16.9
Data section,11.8,13.5,11.1
Data section,7805.0
Data section,37.2,32.6,26.4
Data section,30.3,23.6,21.2
Data section,22.1,20.9,20.4
Data section,15.2,16.7,14.1
Data section,7836.0
Data section,38.3,33.8,28.0
Data section,32.2,25.7,23.4
Data section,24.6,23.5,23.2
Data section,18.2,19.7,17.2
Data section,7866.0
Data section,35.1,32.0,28.0
Data section,30.4,25.8,24.8
Data section,24.4,24.5,25.3
Data section,20.2,22.1,20.3
Data section,7897.0
Data section,32.7,29.8,26.3
Data section,28.3,24.0,23.1
Data section,22.7,22.9,23.6
Data section,18.8,20.6,19.1
Data section,7928.0
Data section,32.7,29.3,25.0
Data section,27.8,22.8,21.5
Data section,21.7,21.3,21.7
Data section,17.1,18.8,16.9
Data section,7958.0
Data section,29.8,25.8,20.7
Data section,24.2,18.6,16.6
Data section,18.1,16.8,16.7
Data section,12.4,13.8,11.3
Data section,7989.0
Data section,25.0,20.9,15.8
Data section,19.8,14.0,11.7
Data section,13.6,12.0,11.2
Data section,7.5,8.6,5.9
Data section,8019.0
Data section,20.2,16.3,11.1
Data section,15.2,9.6,7.1
Data section,9.4,7.3,6.1
Data section,3.2,3.8,1.3
Data section,8050.0
Data section,17.3,13.2,7.9
Data section,12.2,6.1,3.6
Data section,6.1,3.9,2.8
Data section,-0.3,0.4,-2.2
Data section,8080.0
Data section,20.3,16.2,10.7
Data section,14.4,8.3,6.0
Data section,7.7,6.0,5.3
Data section,1.2,2.3,-0.3
Data section,8109.0
Data section,25.1,20.9,15.7
Data section,18.9,13.1,11.2
Data section,12.3,11.0,10.8
Data section,6.0,7.5,5.3
Data section,8140.0
Data section,30.7,26.3,20.7
Data section,24.1,18.1,15.8
Data section,17.3,16.0,15.8
Data section,10.8,12.4,10.1
Data section,8170.0
Data section,35.7,31.0,24.8
Data section,28.9,22.1,19.6
Data section,21.2,19.8,19.3
Data section,14.4,16.0,13.3
Data section,8201.0
Data section,38.3,33.8,28.0
Data section,32.3,25.8,23.5
Data section,24.9,23.6,23.5
Data section,18.7,20.2,17.6
Data section,8231.0
Data section,35.1,32.0,28.1
Data section,30.3,25.8,24.8
Data section,24.6,24.6,25.1
Data section,20.3,22.2,20.4
Data section,8262.0
Data section,33.6,30.7,27.1
Data section,29.1,24.9,24.0
Data section,23.8,23.8,24.4
Data section,19.9,21.6,20.0
Data section,8293.0
Data section,32.9,29.4,25.1
Data section,27.9,22.9,21.6
Data section,22.0,21.5,21.8
Data section,17.3,18.9,17.0
Data section,8323.0
Data section,30.0,25.9,20.9
Data section,24.4,18.8,16.8
Data section,18.3,17.1,16.9
Data section,12.6,14.0,11.5
Data section,8354.0
Data section,24.6,20.6,15.5
Data section,19.5,13.7,11.4
Data section,13.8,12.0,11.1
Data section,7.7,8.8,6.1
Data section,8384.0
Data section,19.3,15.3,10.2
Data section,14.5,8.8,6.3
Data section,9.1,6.7,5.7
Data section,3.0,3.6,1.0
Data section,8415.0
Data section,17.4,13.3,8.1
Data section,12.2,6.2,3.6
Data section,5.9,3.9,3.0
Data section,-0.5,0.3,-2.3
Data section,8445.0
Data section,18.4,14.2,8.7
Data section,12.6,6.5,4.0
Data section,6.0,4.2,3.5
Data section,-0.5,0.6,-2.0
Data section,8474.0
Data section,24.6,20.4,15.1
Data section,18.3,12.6,10.6
Data section,11.6,10.3,10.1
Data section,5.2,6.8,4.5
Data section,8505.0
Data section,30.9,26.7,21.1
Data section,24.3,18.3,16.2
Data section,17.1,15.9,15.7
Data section,10.5,12.1,9.9
Data section,8535.0
Data section,35.0,30.4,24.1
Data section,28.2,21.4,19.0
Data section,20.7,19.2,18.7
Data section,14.0,15.5,12.9
Data section,8566.0
Data section,39.4,34.9,29.2
Data section,33.3,26.8,24.6
Data section,26.0,24.8,24.5
Data section,19.6,21.2,18.5
Data section,8596.0
Data section,33.9,30.8,26.9
Data section,29.1,24.6,23.6
Data section,23.3,23.4,24.1
Data section,19.1,20.9,19.2
Data section,8627.0
Data section,32.6,29.8,26.2
Data section,28.3,24.0,23.1
Data section,23.3,23.2,23.9
Data section,19.5,21.3,19.7
Data section,8658.0
Data section,32.4,28.9,24.7
Data section,27.2,22.3,21.1
Data section,21.0,20.8,21.0
Data section,16.1,17.8,15.9
Data section,8688.0
Data section,29.7,25.7,20.7
Data section,24.1,18.5,16.6
Data section,17.9,16.7,16.5
Data section,12.1,13.6,11.2
Data section,8719.0
Data section,24.0,20.1,15.0
Data section,18.8,13.1,10.9
Data section,12.8,11.1,10.3
Data section,6.6,7.8,5.1
Data section,8749.0
Data section,18.4,14.6,9.6
Data section,13.4,7.8,5.4
Data section,7.2,5.0,3.9
Data section,0.9,1.6,-0.9
Data section,8780.0
Data section,16.6,12.5,7.3
Data section,11.5,5.4,2.8
Data section,5.3,3.1,2.2
Data section,-0.9,-0.3,-2.9
Data section,8810.0
Data section,19.0,14.8,9.3
Data section,13.3,7.1,4.6
Data section,6.8,5.0,4.4
Data section,0.4,1.4,-1.1
Data section,8840.0
Data section,25.1,20.9,15.6
Data section,18.8,13.0,11.0
Data section,11.9,10.6,10.5
Data section,5.5,7.0,4.7
Data section,8871.0
Data section,30.5,26.2,20.6
Data section,23.9,17.9,15.7
Data section,16.9,15.7,15.6
Data section,10.5,12.1,9.8
Data section,8901.0
Data section,32.6,27.9,21.6
Data section,25.7,18.9,16.4
Data section,18.0,16.5,16.2
Data section,11.3,12.8,10.1
Data section,8932.0
Data section,39.1,34.6,28.9
Data section,33.0,26.5,24.3
Data section,25.5,24.4,24.4
Data section,19.1,20.7,18.2
Data section,8962.0
Data section,35.6,32.4,28.5
Data section,30.8,26.2,25.2
Data section,25.2,25.1,25.7
Data section,20.9,22.8,21.0
Data section,8993.0
Data section,33.4,30.5,26.9
Data section,28.9,24.6,23.7
Data section,23.6,23.6,24.3
Data section,19.8,21.5,19.9
Data section,9024.0
Data section,32.1,28.6,24.3
Data section,27.1,22.1,20.8
Data section,21.1,20.8,21.2
Data section,16.6,18.3,16.2
Data section,9054.0
Data section,30.7,26.7,21.7
Data section,25.0,19.5,17.6
Data section,18.9,17.7,17.3
Data section,13.2,14.6,12.2
Data section,9085.0
Data section,24.2,20.2,15.1
Data section,19.0,13.3,11.0
Data section,13.0,11.4,10.4
Data section,6.9,8.0,5.3
Data section,9115.0
Data section,19.5,15.6,10.5
Data section,14.6,9.0,6.5
Data section,8.4,6.4,5.5
Data section,2.0,2.6,0.3
Data section,9146.0
Data section,16.0,11.9,6.7
Data section,10.8,4.8,2.3
Data section,4.2,2.2,1.3
Data section,-2.4,-1.7,-4.1
Data section,9176.0
Data section,16.7,12.6,7.2
Data section,10.8,4.8,2.5
Data section,4.1,2.3,1.4
Data section,-2.5,-1.3,-3.9
Data section,9205.0
Data section,25.0,20.8,15.5
Data section,18.9,12.9,11.0
Data section,12.2,10.7,10.4
Data section,6.1,7.6,5.1
Data section,9236.0
Data section,32.0,27.7,22.2
Data section,25.2,19.3,17.2
Data section,18.1,16.9,16.4
Data section,11.4,13.0,10.6
Data section,9266.0
Data section,35.7,30.9,24.6
Data section,28.9,22.1,19.5
Data section,21.6,20.0,19.4
Data section,14.9,16.4,13.7
Data section,9297.0
Data section,37.9,33.4,27.5
Data section,32.0,25.3,22.9
Data section,24.9,23.5,23.3
Data section,18.8,20.3,17.7
Data section,9327.0
Data section,34.4,31.2,27.3
Data section,29.8,25.2,24.1
Data section,24.4,24.2,25.1
Data section,20.4,22.2,20.5
Data section,9358.0
Data section,33.1,30.2,26.6
Data section,28.6,24.2,23.3
Data section,23.1,23.3,24.0
Data section,19.2,21.0,19.5
Data section,9389.0
Data section,33.5,29.9,25.6
Data section,28.3,23.3,22.0
Data section,22.2,21.8,22.2
Data section,17.5,19.1,17.2
Data section,9419.0
Data section,31.2,27.2,22.2
Data section,25.6,20.0,18.0
Data section,19.3,18.1,17.9
Data section,13.5,15.0,12.6
Data section,9450.0
Data section,23.7,19.7,14.6
Data section,18.4,12.7,10.4
Data section,12.4,10.6,9.8
Data section,6.3,7.3,4.7
Data section,9480.0
Data section,19.0,15.1,9.9
Data section,14.2,8.6,6.0
Data section,8.7,6.1,5.1
Data section,2.6,3.1,0.6
Data section,9511.0
Data section,18.1,14.0,8.7
Data section,13.0,6.9,4.4
Data section,6.8,4.6,3.6
Data section,0.5,1.2,-1.4
Data section,9541.0
Data section,20.7,16.6,11.1
Data section,14.9,8.8,6.4
Data section,8.0,6.4,5.7
Data section,1.5,2.6,0.1
Data section,9570.0
Data section,23.1,18.9,13.5
Data section,17.0,11.2,9.1
Data section,10.8,9.3,9.3
Data section,4.6,6.1,3.8
Data section,9601.0
Data section,27.6,23.3,17.7
Data section,21.0,15.0,12.7
Data section,14.3,13.0,12.7
Data section,8.0,9.5,7.2
Data section,9631.0
Data section,34.0,29.3,22.9
Data section,27.2,20.4,17.9
Data section,20.1,18.4,18.1
Data section,13.5,15.0,12.3
Data section,9662.0
Data section,38.9,34.3,28.7
Data section,32.7,26.2,23.9
Data section,25.5,24.2,24.0
Data section,19.0,20.5,18.0
Data section,9692.0
Data section,35.4,32.2,28.3
Data section,30.6,25.9,24.9
Data section,24.8,24.8,25.5
Data section,20.5,22.4,20.7
Data section,9723.0
Data section,33.8,30.9,27.2
Data section,29.4,25.0,24.1
Data section,24.2,24.3,25.2
Data section,20.4,22.1,20.5
Data section,9754.0
Data section,33.5,29.9,25.6
Data section,28.5,23.4,22.0
Data section,22.6,22.3,22.7
Data section,17.9,19.6,17.7
Data section,9784.0
Data section,30.5,26.4,21.4
Data section,24.8,19.2,17.3
Data section,18.5,17.4,17.1
Data section,12.7,14.0,11.6
Data section,9815.0
Data section,22.4,18.3,13.5
Data section,16.9,11.2,9.0
Data section,10.7,9.1,8.2
Data section,4.3,5.5,2.9
Data section,9845.0
Data section,18.9,14.8,9.6
Data section,14.1,8.5,5.9
Data section,8.3,6.2,5.2
Data section,2.3,2.9,0.6
Data section,9876.0
Data section,15.8,11.9,7.0
Data section,10.6,4.6,2.2
Data section,4.1,2.1,1.2
Data section,-2.4,-1.6,-4.0
Data section,9906.0
Data section,17.2,13.1,7.6
Data section,11.6,5.3,2.9
Data section,4.9,3.2,2.6
Data section,-1.3,-0.2,-2.7
Data section,9935.0
Data section,22.7,18.5,13.3
Data section,16.3,10.6,8.7
Data section,9.5,8.2,7.9
Data section,3.1,4.6,2.6
Data section,9966.0
Data section,29.5,25.2,19.6
Data section,23.3,17.1,14.8
Data section,16.5,15.2,15.0
Data section,10.2,11.8,9.5
Data section,9996.0
Data section,34.8,30.1,23.8
Data section,28.1,21.3,18.8
Data section,20.7,19.2,18.7
Data section,14.0,15.5,12.8
Data section,10027.0
Data section,38.1,33.6,27.8
Data section,32.1,25.6,23.3
Data section,25.0,23.7,23.6
Data section,18.8,20.3,17.8
Data section,10057.0
Data section,35.0,31.8,27.9
Data section,30.3,25.6,24.7
Data section,24.8,24.8,25.6
Data section,20.8,22.5,20.8
Data section,10088.0
Data section,33.2,30.3,26.7
Data section,28.9,24.6,23.7
Data section,23.6,23.7,24.5
Data section,19.8,21.6,20.0
Data section,10119.0
Data section,33.1,29.6,25.3
Data section,28.1,23.1,21.8
Data section,22.0,21.7,22.0
Data section,17.3,18.9,17.0
Data section,10149.0
Data section,31.6,27.5,22.5
Data section,26.3,20.6,18.6
Data section,20.1,18.9,18.8
Data section,14.4,15.8,13.3
Data section,10180.0
Data section,24.8,20.8,15.7
Data section,19.7,14.0,11.6
Data section,13.6,12.0,11.1
Data section,7.4,8.5,5.9
Data section,10210.0
Data section,19.8,15.9,10.8
Data section,14.9,9.3,6.8
Data section,9.2,7.0,5.9
Data section,2.7,3.3,0.8
Data section,10241.0
Data section,16.9,12.8,7.6
Data section,11.3,5.3,3.2
Data section,4.5,2.4,1.2
Data section,-2.2,-1.4,-3.9
Data section,10271.0
Data section,19.2,15.1,9.6
Data section,13.3,7.3,4.9
